content,score
game nya seru dan bisa melatih fokus pesan: udah pilih role yg awalan dua jdi satu. mungkin itu aja sih semoga di baca ama moonton,5
"game setingan masa kita sama Level dengan musuh tapi saya punya tim GK ada demage,kalau mau game ini bagus jangan ada setingan",1
menurut saya gem ini sangat bagus tapi kurang pas kalok patch nya yang baru karena pas kenak yang dark syistem membuat kalah di in game.,5
"Selalu di kasih tim gk enak,feeder mulu jaringan lag mulu kalau kelihatan tim gua menang, kalau tim gua kalah malah ping bagus",1
coba gw minta tolong monton coba benerin buf sinyal nya tuh padahal sinyal gw gede ful tapi tetep ngeleg lama lama gw ga bakal ngasih reting ke game lu,1
"gamenya udh,, bgus, eventnya oke, tapi masih ketidak Adilan pas main rank,,setiap saya main itu selalu dapet tim kek setan,,",4
saat lagi di tengah pertandingan selalu ngelag dan itu bukan dari jaringan mungkin dari game nya,1
"gw udh main 2 tahun ml jadi game terjelek, sistem nya kebanyakan curang. ga sesuai rank, game yg unduh banyak tpi sistem nya payah",1
"gamenya ga stabil, jaringan bagus tiba tiba kayak ga ada koneksi, niatnya mau push ehh malah ngestak bikin emosi",1
"parah ml jaringan lag mulu berasa di cheat coba bikin sistem solo juga untuk rank dan solo top global kayanya lebih menarik bug nya parah sering menghubungkan kan ulang padahal pake wifi, satu lagi yang pake rw di ban aja akunnya semua, akun jokian semuanya ban aja juga hanguskan pada bikin sengsara, terus orang yang pilih hero ngawur tapi beda sama lane ban aja biar engga bikin pusing ketemu lesley all roll nyusahin exp, mid, roamera mala lesl all roll",1
kalau mau buat game yg bener ini udh main naik turun rank bikin kesel kalau mau buat orang kesel mending gk ush buat game aj moonton dan satu lagi yg paling penting jangan dikit² kalah langsung minus bintang ini gk lucu woi liat kek game lain kalah gk langsung turun bgt ini game menurut ak suka permainan player udh menang² nya pas main lagi kalah ini game harapan nya gk di Bane lah,1
"ga tau kenapa semakin update harus pake jaringan apa lgi ping ga pernah stabil,mau data wifi semua makin ga stabil",2
"inti nya kalo main itu harus liat rol masing-masing, kita juga bisa bertemu player-player yang berhubungan, ada yang berteman jadi hargai hubungan orang biar langgeng terus orang itu jangan ganggu harus main sama aku PUTRA/BUNYYYYY",5
game yg seru tapi tolong di perbanyak lagi event gratis skinnya min agar lebih menarik dan para player tambah semangat,5
saya lumayan suka dengan game ini unik seru tapi suka banget alg tiba tiba padahal sinyal bagus udah gitu aja.,4
"game nya seru,tapi tolong perbaiki masalah jaringan,karena jaringannya sering nge-lag padahal sinyal bagus",5
"min tolong diperbaiki lagi karena penaikan scor Credit dibatasi hanya 3 kali saja, tolong diperbaiki lagi",5
"gamenya bagus tapi, kalo lagi spin sukanya dikasih receh² semua sekalinya dapet skin palingan elit atau nggak basic udah itu aja",4
game bukan buat having fun Mala bikin darah tinggi. kaga ngerti lagi serba salah main serius kalah main biasa aja apa lagi mending uninstall tutup game ini abis juga gw top up. apalah ini hari makin hari gw kena afk padahal in game maen kelar maen Mala dapet notif afk kredit skor berkurang mulu,1
"Kebanyakan mau naikin rank ,temen nya sma bott ,,Jadi susah ,naik sekali turun nya ,3 kali ,,bott drak sistem ,sistem apaan gini",1
game nya bagus tapi developer nya kikir dan setiap main rank pasti aja ada yang gak bisa pliss kasih tim nya bagus bagus,1
"lumayan, tapi bagi hp ram 6/8 GB sudah terasa sangat berat, mohon dioptimalkan lagi",3
"bagus game nya,tapi saat sinyal saya bagus saya tidak dapat masuk adven server, dan musuh nya pro semua",4
ya lumayan bagus tidak ada bug lagi tapi kalo main pernah ada jaringan bagus tapi masih ngelag mohon perbaiki monton 😔🙏🏻,5
waktu mau login sering terjadi kesalahan server game sebesar ini masih ada aja problem mengecewakan,1
Tolong di perbaiki masalah line saya saat rotasi terkena pelanggaran karena tidak sesuai line padahal saya tank dan harus rotasi tolong di perbaiki masalah ini,5
Kalau membagi tim dan mush itu harus seimbang lah jangan kok setiap hari dikasih dark system lelah aku turun terus tolong diperhatikan ya Moonton jika masih seperti ini terus mungkin saya akan berpindah game moba lain yang seru dan lebih seimbang pertandingan nya daripada MLBB ini.Sekian terima kasih,4
wahh game ini sangat membantu karena kerja sama tim dan juga bisa damar tmn tapi ada beberapa bug jadi tolong di perbaiki lagi yaa 🙏,5
game gajelas server erorr ping bagus malah lag gajelas tolong lah montoon jangan event Mulu lu keluarin benerin dulu tuh bug jaringan itu sangat merugikan player sekian itu aja sih benerin ton,1
pusing gua Montonnnn plis lah jangan kasih gua los trek mulu capeeee Kenapa kalo mabar trio atau duo tim nya selalu drak sistem cape montonnnnnn😫 plis monton gua juga pengen glory orang lain push gampang musuhnya lah gua tim nya ampas tolong lah dan anewh nya musuh nya jago jago sedangkan tim gua ampas tolong lah montonnnnnnn😫 gua dari jam 7 magrib ampe jam 12 cuma menang satu karena tim nya amppas semua tolong lah,2
"mobile legends adalah game MOBA 5 vs 5 yang sangat seruu di main kah dan banyak skin skin skin yang sangat keren dan juga ada skin colap dengan anime anime lain nya seperti Naruto,demon slayer, dan banyak lagi",5
Game nya seru ga ngebosenin tapi musuhnya terlalu pro tolong jangan kasi musuh pro yg agak bot aja biar bisa cepet miytick,5
"tolong lah monton perbaiki ini gem.knpa kalo tiap saya main suka ngeleg"" tapi sinyal bagus liat app lain juga bagus knpa pas main jadi ngeleg monton",3
Gamenya udh ok cmn harus di perbaiki aja dri sistem pencraian team yg trol ama yg seirus dan satu lagi reaply nya perbaiki dong biar bisa back,5
"gamenya suka forceclose dan sistem matchmaking nya tidak adil,setiap pilih all role pasti 90% nya dapat roam! gak adil",1
"benerin bug ini lah moonton, gw pas mau main pake wifi terus pas sampe loby susah di pencet tapi giliran pake data aman aman aja benerin lah moonton gw kesel",1
"oi jgn kalian komen yg jelek"", nanti makin disettingnya dikasinya kalian tim hancur, emang game darksistem, banyak pengguna chit, ngelag parah, ini game suka ngasi tim yg ga jelas, rule yg ga jelas, pokoknya ga recomended, jgn mainkan woi",1
"game rusak matchmaking pasti ketemu tim yg gk bisa main ada yg ngetroll,sengaja ngefeed,gk mau rotasi minimal map gedein kasian gw sama developerny gk berani jawab ulasan orng orng yg komen gamenya sendiri aneh",1
"dari tampilan efek ga kaya game hok,kurang bagus jadi percuma grafik ultra kalo efek tampilan biasa saja",1
"game sangat bagus, untuk keseimbangan tim lawan dan tim saya, mohon segera di perbaiki kasian yang solo player terimakasih.",4
game nya bagus tapi sering ngelek padahal jaringannya udah bagus jadi tolong yaa di perbaiki sedikit biar ada lahh mod main,5
bagus dan enak buat mainnya cuma ada 1 lagi pas main selalu lag di mohon untuk monton di perbaiki dan Jangan bikin player emosi,5
gw jual akun yg penting balik modal gw najis maini game ci moonton sekarang milih rol aja dia yg pilihin yg harus dipilih juga harus 2 roll gimana kalau gw bisa Nya 1 roll gw ingin balik lagi uang gw yg di topupin di gam ini tolong balikin lagi gw pengen pensi tp duit gw pengen balik gw mau main ghenshin inget dripada main game burik ini,1
game aneh jaringangan suka kadang merah padahal wifi Deket jaringan bagus contohnya buka aplikasi lain dan game lain lancar pas di ML doang lngsung jelek udh kikir ga tau diri,1
"sangat puas si karna grafik nya yang tinggi banyak skin yang bagus bagus pula, tapi klw nglag bisa itu oas war doang",5
"game mobile legends adalah game keren dan bagus karena banyak skin baru,Heronya yang baru² juga sangat enak dibuat main untuk push Rank",5
game nya mah seru tapi pas lagi seru serunya ngeleg banget giliran aplikasi lain ga ngeleg tolong perbaiki lag nya. .,5
"gilran mm lawan dikasihnya yang jago, giliran tim sendiri dikasihnya yang mainnya kayak sampah. Tolong kasih tim yang seimbang terkadamg saya pernah ketemu yang sudah mitych immo 1000 keatas, mending w main HOK dah mas MOONTON",1
"Game ini bukan untuk menghilangkan stress dan membuat kita bahagia tapi 😌""Game ini mengajarkan kita bahwa kita harus bersabar Didunia dan biar tidak mudah marah karena hal kecil"" 👀",5
"game mobile legends sangat bagus, tapi yg kurangnya adalah aku selalu kena losetrek sampai 5 kali berturut-turut 🥲",5
"makin lama makin ngaco,udah mytic bs dpt tim epic,,ud gtu item cuma kluar 2,ga bsa beli item lgi,kenapa ga sklian blank aj udah",1
"game ini sangat luar biasa ada yg menang ada yg kalah permainannya seimbang, tapi kadang kalo lose streak selalu kalah 8×",4
"game yang sangat buruk saya sudah umumkan di keluarga besar yg saya kalo game ini dilarang dimainkan di keluarga kami karena grafik nya sangat buruk, kami suka main game yg ber grafik tinggi dota",1
"Tolong di perbaiki untuk jaringan internet nya sumpah ngeleg banget, permainan nya ok bagus banyak yang suka, tapi suka leg",5
"saya selalu dapat tim yang enggak ada guna nya dan tolong game ini jangan di tambah drak sistem dan kasih tim yang benar "" yang setuju like",1
game dan template bagus min cuma perbaiki sedikit jaringan min biar makin lancar main nya semangat min sukses selalu,5
"tolong lah di perbaiki tiba"" gabisa main padahal dalam game masian di reload tetep sama gabisa masuk kecewa sekali",1
"heran saja sekarang sama developer,, ga jelas akun akun smurf merajalela,, matching ga jelas dulu gua up up full emblem sampe max butuh bertahun tahun ,, ini kita yang full emblem max bisa bisanya bisa di bantai yang gatau berapa lev emblem nya , dan kebanyakan akun lev masih 11 / 12 di bawah 30 ,, lalu untuk apa kita player lama up emblem kalau ujungnya masih kalah ,, kasih adil buat matching nya,, TAIK",1
game nya bagus tapi ngasihnya drak sistem mulu jadi males main tolong dong moonton jangan kasih tim ke gua yang drak sistem gua satu bintang lagi itu naik masa di kasih tim nya drak sistem mulu,1
"mikro makro udah gak ada harganya,semuanya sia sia karena matchmaking tidak seimbang,gak pernah di feed back pula",2
kalau bisa game nya jaringgan nya di atur lebih baik lagi + di sesuaikan sama tim nya yang sedikit oleng,4
"jangan di download game pembodohan... main solo ga pernah menang, di kasih team kayak bot terus emang game pembodohan ini, buang buang waktu doang... JANGAN DI DOWNLOAD",1
"Geme y seruh, cuma aku main gilak Los dapat tim lol teros ini geme malah buat setres asal aku assasin selalu lag apa lagi fany lag gak jelas padahal jaringan ijo",3
"game ini seruuu bgttttt tapi ada bugg nya juga, tapi seruuuu bisa mabar sama temennn dan cari temennn, tapi montoon akun ku hilang dan aku ingin akun ku kembali, tetapi kenapa tidak bisa?",5
dlu sy main ml karena saya tertarik pada heronya yg mengambil inspirasi dari legenda di Dunia nyata. tapi sekarang unsur legendanya sudah sedikit atau tidak ada sama sekali,2
"game ini bagus,tapi banyak player yg ngetroll,saya saranin hukuman dari orang yg AFK/Troll itu di naikin contohnya dikurangin 10 kredit skor/di larang main selama 3/6 jam",5
Game sangat bagus saya main dari tahun 2013 saya selalu menggunakan hero karina dari pertama main tapi sampai sekarang gak ada keluar skin epic karina mohon moonton untuk di buat.,4
game ya sangat bagus tapi grafik nya perlu di tambah dan hero nya dan skin barunya sangat keren,5
Karena kualitasnya oke dan gamepaly nyaseru jadi kalian yang ingin download gua Saranan ini si game MOBA 1 tapi yng hpnya ram 2 bisa tapi patah patah 😘,5
mobile legends sekarang gak sesru dulu sekarang malah sering leg kalo dulu lanacr banget tolong pihak monton di perbaiki lagi di bagian jaringan ya,1
"game nya udh bagus dan menarik, tapi menurut saya penggunaan fitur Lane sama sekali tidak berguna, karena masih ada yang salah menggunakan nya",2
keren banget gamenya grafiknya juga hd banget moga kedepannya menjadi lebih hd lagi meskipun ram hp ku gak muat 🤣🤣,5
tolong di perbaiki tiba tiba heronya maju sendiri tanpa di gerakin setiap gw main kalah Mulu dapat tim jelek sedangkan tim musuh keren keren gajelas ini game,1
"games nya bagusss, walaupun suka tiba' lag padahal jaringan nya baguss, mohon di perbaiki lagi",5
susah nya memulihkan akun yg di hack padahal masih ada akun pihak ketiga tapi masih harus pakai verifikasi kasi 2 langkah google jadi fungsi akun pihak ketiga yg lain buat apa ???,1
makin gak asik ini game. keseimbangan bermain sudah tak ada. sekali ultynya mati. gak seru lagi kayak dulu. makin pelit. naikin level emblem aja 2 gak kelar2.,2
Mantap. Anggota 2017. Perbaiki cara dapat hero tanpa diamond. bagus. update terus. tapi update bikin cepat panas dan kurangi penggunaan ROM,5
"Bagus dalam segi visual,namun sering kali kami menemukan tim yang tidak bisa di ajak konstrobusi di sini.",4
monton tolong perbaik ki sistem nya masak gw ke temu tim bodoh semua sedangkan tim musuh jago jago semua klo begini game ini jadi kurang peminatnya tolong perbaikki sistem ny,1
"kalau bisa setiap UPDATE jangan makin besar ram nya, lama-lama pemain akan cari game yang rendah",5
"pemberian lawan tidak seimbang, saya solo di pertemukan terus dengan tim grup, banyak bug /leg parah",1
"jaringan nya suka eror kenapa ya Ahir Ahir ini pas mau menang tiba tiba jaringan nya eror jadi suka ke comeback ,si Hero nya jalan sendiri padahal jaringannya bagus",1
"tolonglah ini dari sistem moba nya,jaringan bagus padahal giliran main ml langsung lag"",tolong perbaiki lah untuk kenyamanan pemain🙏🙏",1
Semakin lama mobile legends Semakin buruk di jaringan pada saat di ingame dan saat di ingame tuh kursor ny lari-lari tolong di perbaiki,1
sebenernya sih game seru tapi sinyalnya tuh jelek gak tau kenapa padahal di aplikasi lain kagak lag gitu pas push rank juga paling suka lag ga tau kenapa tolong ya moonton,5
"apk nya bagus tapi , kurang nya pada segi sinyal dan kualitas pada highlight game",5
"woi moonton , server lu benerin lagi lahhh , tiap glory ★52 kalo main lag terus , di loby sama draft pick lancar , giliran di in game malah nge lag , yang bener aja lah moonton , bisa habis kredit skor gw",3
game nya terlalu sampah. ga adil. slalu di kasi lostrek dengan tim yg ga bisa main. lawan nya jago. game burik server ga jelas.,1
"game ini sangat seru, marah ada, sedih ada, kocak ada, senang ada, paket lengkap. terus event nya menarik menarik, Cocok mendapatkan rating 5",5
"game juga bagus tapi tolong sudah rank master musuh player asli jangan bot moonton,alasannya tidak seru,tidak menantang",4
woy Moonton setiap gw main kenapa jaringan sering nge lag haa... padahal udah bagus jaringannya. mohon perbaikan nya.,1
jaringan bagus tapi sering lag.eh malah gua yang disalahin afk padahal dari aplikasi sendiri yang lag ampun dah.,3
"game ramah dan sopan, mengajarkan segala hal baik dan bagus untuk membangun karakteristik anak. saya sangat merekomendasikan game ini👍",5
"game ga recommended, mahal skin tapi bug dimana "" , damage asal""an , pokoknya jelek ini game.",1
saya sgt senang main hem ini karenan ada event gratis tapi saya juga kecewa saat malh dikasih tim beban tapi saya tetap rating 5 Karena seru tapi jgn dikasih tim bot,5
"gamenya seru tapi timnya kadang kadang dark sistem, tapi gamenya tetap bagus kok.",5
game seru sih untuk menghibur diri jangkauannya juga luas tapi sayang player2 ada yang lintas negara juga gak bisa ngobrol jadinya,5
game yang seru dan menghibur tapi mohon di perbaiki sinyal nya padahal pakek paketan tetap aj sinyal nya kuning☺️,5
